date,tensorflow_stars,tensorflow_monPRs,tensorflow_monIssues,pytorch_stars,pytorch_monPRs,pytorch_monIssues,keras_stars,keras_monPRs,keras_monIssues,CNTK_stars,CNTK_monPRs,CNTK_monIssues,incubator-mxnet_stars,incubator-mxnet_monPRs,incubator-mxnet_monIssues,Paddle_stars,Paddle_monPRs,Paddle_monIssues
2019-02-16,120656,332,746,24843,176,479,38245,58,182,15782,7,15,16330,190,179,8148,261,176
